"","YearStart","LocationAbbr","LocationDesc","Topic","Question","DataValueType","DataValue","StratificationCategory1","Stratification1"
"39584",2014,"CO","Colorado","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",810,"Race/Ethnicity","Asian or Pacific Islander"
"39588",2013,"WI","Wisconsin","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",1494,"Overall","Overall"
"39593",2013,"VT","Vermont","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","White, non-Hispanic"
"39595",2016,"NH","New Hampshire","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","White, non-Hispanic"
"39599",2020,"WY","Wyoming","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"39600",2015,"LA","Louisiana","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39601",2013,"NM","New Mexico","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",230,"Race/Ethnicity","Hispanic"
"39604",2015,"AL","Alabama","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","White, non-Hispanic"
"39607",2016,"PR","Puerto Rico","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Overall","Overall"
"39608",2015,"MI","Michigan","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",106200,"Gender","Male"
"39611",2018,"AR","Arkansas","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",78709,"Overall","Overall"
"39614",2015,"FL","Florida","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",91711,"Race/Ethnicity","Black, non-Hispanic"
"39615",2010,"HI","Hawaii","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"39617",2018,"KY","Kentucky","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",2215,"Race/Ethnicity","White, non-Hispanic"
"39619",2010,"NY","New York","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",480649,"Overall","Overall"
"39628",2016,"OK","Oklahoma","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","White, non-Hispanic"
"39631",2016,"AZ","Arizona","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",362,"Race/Ethnicity","American Indian or Alaska Native"
"39647",2017,"KY","Kentucky","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",111062,"Race/Ethnicity","White, non-Hispanic"
"39651",2014,"MN","Minnesota","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","White, non-Hispanic"
"39653",2018,"MA","Massachusetts","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"39655",2015,"VI","Virgin Islands","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"39656",2010,"RI","Rhode Island","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39657",2018,"GA","Georgia","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",127240,"Gender","Male"
"39660",2013,"ME","Maine","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Overall","Overall"
"39664",2015,"MA","Massachusetts","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",10297,"Race/Ethnicity","Black, non-Hispanic"
"39666",2014,"OH","Ohio","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"39668",2015,"AK","Alaska","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"39674",2018,"NH","New Hampshire","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"39675",2010,"AR","Arkansas","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"39678",2018,"PR","Puerto Rico","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"39687",2016,"DC","District of Columbia","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"39690",2010,"MD","Maryland","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",34,"Race/Ethnicity","Hispanic"
"39691",2017,"WI","Wisconsin","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",247,"Race/Ethnicity","Black, non-Hispanic"
"39693",2017,"OH","Ohio","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39695",2018,"RI","Rhode Island","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39697",2016,"NH","New Hampshire","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Hispanic"
"39700",2014,"KY","Kentucky","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",118519,"Race/Ethnicity","White, non-Hispanic"
"39705",2013,"NC","North Carolina","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39710",2010,"NY","New York","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",3564,"Gender","Male"
"39717",2018,"KS","Kansas","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Gender","Female"
"39721",2018,"NM","New Mexico","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",4139,"Race/Ethnicity","American Indian or Alaska Native"
"39722",2016,"GU","Guam","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Gender","Male"
"39724",2018,"ID","Idaho","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"39726",2017,"AR","Arkansas","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39732",2017,"CO","Colorado","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",12004,"Race/Ethnicity","Hispanic"
"39733",2015,"TX","Texas","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Hispanic"
"39734",2010,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",74,"Race/Ethnicity","White, non-Hispanic"
"39743",2018,"WY","Wyoming","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Hispanic"
"39744",2018,"ID","Idaho","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39748",2015,"CA","California","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"39753",2017,"LA","Louisiana","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","Hispanic"
"39754",2014,"NJ","New Jersey","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",105056,"Gender","Male"
"39758",2014,"WV","West Virginia","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39763",2010,"NC","North Carolina","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",111869,"Gender","Female"
"39764",2018,"DE","Delaware","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",302,"Gender","Male"
"39768",2011,"WV","West Virginia","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",43,"Overall","Overall"
"39770",2017,"MS","Mississippi","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Hispanic"
"39775",2018,"CO","Colorado","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",42332,"Gender","Male"
"39777",2014,"DE","Delaware","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Overall","Overall"
"39781",2015,"IL","Illinois","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Overall","Overall"
"39792",2010,"FL","Florida","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",540890,"Overall","Overall"
"39795",2017,"OR","Oregon","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",105,"Race/Ethnicity","Hispanic"
"39798",2016,"VT","Vermont","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Gender","Female"
"39799",2017,"GA","Georgia","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",2361,"Race/Ethnicity","Asian or Pacific Islander"
"39807",2013,"IA","Iowa","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",216,"Race/Ethnicity","American Indian or Alaska Native"
"39809",2010,"MI","Michigan","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",2687,"Overall","Overall"
"39812",2015,"GU","Guam","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Gender","Male"
"39813",2017,"SC","South Carolina","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",1867,"Gender","Male"
"39814",2019,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39816",2015,"MI","Michigan","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",680,"Race/Ethnicity","Black, non-Hispanic"
"39819",2016,"ND","North Dakota","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39823",2010,"MI","Michigan","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39824",2018,"VT","Vermont","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",119,"Gender","Male"
"39834",2015,"DE","Delaware","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Gender","Female"
"39838",2018,"MT","Montana","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Gender","Male"
"39839",2016,"GA","Georgia","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Gender","Female"
"39840",2015,"NJ","New Jersey","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",660,"Gender","Female"
"39842",2018,"MT","Montana","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Hispanic"
"39844",2014,"FL","Florida","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",837,"Race/Ethnicity","American Indian or Alaska Native"
"39845",2014,"ND","North Dakota","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39846",2014,"UT","Utah","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"39851",2017,"MN","Minnesota","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",1186,"Race/Ethnicity","White, non-Hispanic"
"39854",2016,"NE","Nebraska","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"39857",2014,"ID","Idaho","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Gender","Male"
"39858",2014,"VT","Vermont","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Overall","Overall"
"39859",2017,"WV","West Virginia","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"39863",2015,"ID","Idaho","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","White, non-Hispanic"
"39866",2018,"TN","Tennessee","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Gender","Male"
"39872",2016,"MI","Michigan","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",22,"Race/Ethnicity","Asian or Pacific Islander"
"39875",2017,"NC","North Carolina","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",2617,"Race/Ethnicity","White, non-Hispanic"
"39876",2016,"ME","Maine","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39878",2016,"WV","West Virginia","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",43,"Overall","Overall"
"39879",2010,"NC","North Carolina","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",94808,"Gender","Male"
"39882",2016,"CO","Colorado","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",78,"Race/Ethnicity","Black, non-Hispanic"
"39884",2018,"SD","South Dakota","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",120,"Gender","Female"
"39885",2015,"OK","Oklahoma","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"39887",2018,"MI","Michigan","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",4499,"Overall","Overall"
"39891",2018,"DC","District of Columbia","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",99,"Race/Ethnicity","Asian or Pacific Islander"
"39892",2014,"AR","Arkansas","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",80,"Race/Ethnicity","Hispanic"
"39893",2016,"GA","Georgia","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Gender","Male"
"39896",2016,"WY","Wyoming","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Gender","Male"
"39899",2017,"CA","California","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Overall","Overall"
"39901",2016,"NE","Nebraska","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
