"YearStart","LocationAbbr","LocationDesc","Topic","Question","DataValueType","DataValue","StratificationCategory1","Stratification1"
2015,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","52.3","Gender","Male"
2020,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","55.0","Race/Ethnicity","Hispanic"
2015,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2014,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","64.6","Overall","Overall"
2016,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","47.0","Race/Ethnicity","Hispanic"
2016,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Gender","Female"
2018,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","76.4","Race/Ethnicity","Other, non-Hispanic"
2019,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Overall","Overall"
2020,"WA","Washington","Diabetes","Prevalence of diagnosed diabetes among adults aged >= 18 years","Age-adjusted Prevalence","8.5","Race/Ethnicity","Other, non-Hispanic"
2020,"WA","Washington","Diabetes","Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","30.1","Race/Ethnicity","Hispanic"
2020,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Crude Prevalence","47.3","Overall","Overall"
2020,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Crude Prevalence","58.3","Overall","Overall"
2020,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2020,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Hispanic"
2017,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","69.9","Gender","Male"
2018,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2018,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Gender","Female"
2016,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Hispanic"
2018,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2020,"WA","Washington","Diabetes","Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course","Age-adjusted Prevalence","","Race/Ethnicity","Other, non-Hispanic"
2018,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Overall","Overall"
2017,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2018,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Hispanic"
2017,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2020,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Other, non-Hispanic"
2016,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Hispanic"
2020,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Age-adjusted Prevalence","34.8","Gender","Female"
2020,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","65.0","Race/Ethnicity","White, non-Hispanic"
2020,"WA","Washington","Diabetes","Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","21.9","Race/Ethnicity","Other, non-Hispanic"
2018,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2018,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","White, non-Hispanic"
2017,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","67.5","Gender","Male"
2020,"WA","Washington","Diabetes","Prevalence of diagnosed diabetes among adults aged >= 18 years","Age-adjusted Prevalence","12.5","Race/Ethnicity","Black, non-Hispanic"
2018,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Overall","Overall"
2020,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Overall","Overall"
2020,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Other, non-Hispanic"
2019,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Other, non-Hispanic"
2014,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Gender","Male"
2019,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Overall","Overall"
2018,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","64.6","Gender","Female"
2017,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","80.3","Race/Ethnicity","Other, non-Hispanic"
2016,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Overall","Overall"
2019,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Gender","Male"
2020,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Gender","Female"
2020,"WA","Washington","Diabetes","Foot examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","White, non-Hispanic"
2020,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","White, non-Hispanic"
2020,"WA","Washington","Diabetes","Foot examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2016,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2020,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","53.6","Race/Ethnicity","Hispanic"
2019,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2020,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2014,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","65.2","Overall","Overall"
2018,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Hispanic"
2016,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","White, non-Hispanic"
2018,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Other, non-Hispanic"
2017,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","65.8","Overall","Overall"
2014,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2020,"WA","Washington","Diabetes","Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2014,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","63","Gender","Male"
2016,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Gender","Male"
2020,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","60.6","Overall","Overall"
2016,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","57.8","Race/Ethnicity","Hispanic"
2018,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Gender","Male"
2020,"WA","Washington","Diabetes","Prevalence of diagnosed diabetes among adults aged >= 18 years","Age-adjusted Prevalence","7.4","Gender","Female"
2018,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","62.9","Race/Ethnicity","White, non-Hispanic"
2020,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Overall","Overall"
2020,"WA","Washington","Diabetes","Foot examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Other, non-Hispanic"
2020,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Age-adjusted Prevalence","60.6","Gender","Female"
2020,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Other, non-Hispanic"
2020,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2015,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","59.8","Overall","Overall"
2016,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2020,"WA","Washington","Diabetes","Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course","Age-adjusted Prevalence","","Gender","Female"
2016,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","68.6","Race/Ethnicity","Other, non-Hispanic"
2016,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Other, non-Hispanic"
2019,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Gender","Male"
2015,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","67.4","Gender","Female"
2020,"WA","Washington","Diabetes","Diabetes prevalence among women aged 18-44 years","Crude Prevalence","5.1","Race/Ethnicity","White, non-Hispanic"
2015,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","64.2","Gender","Male"
2014,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","66.7","Gender","Female"
